,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
893,8:29.42,Alexander KORCZYNSKI,USA,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1125,3000m Steeple
894,8:29.48,Baptiste GUYON,FRA,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1124,3000m Steeple
895,8:29.58,Rob MCMANUS,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1124,3000m Steeple
896,8:29.62,Lawrence Kemboi KIPSANG,KEN,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1124,3000m Steeple
897,8:29.70,Mick STANOVSEK,AUS,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1123,3000m Steeple
898,8:29.79,Carlos SAN MARTÍN,COL,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1123,3000m Steeple
899,8:29.82,Ali MESSAOUDI,ALG,"Parc Des Sports J. Olive, Martigues (FRA)",01 JUN 2024,1123,3000m Steeple
900,8:29.84,Jackson SHORTEN,USA,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1123,3000m Steeple
901,8:29.89,Victor SHITSAMA,KEN,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",10 MAY 2024,1123,3000m Steeple
902,8:30.00,Clement DUIGOU,FRA,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1122,3000m Steeple
903,8:30.12,Jackson MESTLER,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1122,3000m Steeple
904,8:30.19,Liam CASHIN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1121,3000m Steeple
905,8:30.29,El Hocine BOUCHRAK,ESP,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1121,3000m Steeple
906,8:30.37,Soma NAGAHARA,JPN,"Estadio Atlético de la VIDENA, Lima (PER)",31 AUG 2024,1120,3000m Steeple
907,8:30.43,Levi TAYLOR,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1120,3000m Steeple
908,8:30.56,Axel Vang CHRISTENSEN,DEN,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1120,3000m Steeple
909,8:30.64,Mohammed MERBOUHI,ALG,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",30 JUN 2024,1119,3000m Steeple
910,8:30.70,Yoann KOWAL,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1119,3000m Steeple
911,8:30.88,Colin DALY,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1118,3000m Steeple
912,8:30.94,Aidan TOOKER,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1118,3000m Steeple
913,8:31.34,Saad ABOULFIDA,MAR,Sale (MAR),30 JUN 2024,1116,3000m Steeple
914,8:31.40,Jordan MACINTOSH,CAN,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1116,3000m Steeple
915,8:31.49,Mehdi KADRI,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",29 JUN 2024,1116,3000m Steeple
916,8:31.56,Carlos ÁNGEL,ESP,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1115,3000m Steeple
917,8:31.79,Logan MEASNER,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1114,3000m Steeple
918,8:31.81,István PALKOVITS,HUN,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1114,3000m Steeple
919,8:31.89,Christian PATZKA,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1114,3000m Steeple
920,8:32.19,Edward TRIPPAS,AUS,"AIS Athletics Track, Canberra (AUS)",02 MAR 2024,1112,3000m Steeple
921,8:32.46,Tom SEITZER,USA,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1111,3000m Steeple
922,8:32.49,Konstantin PLOKHOTNIKOV,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",16 AUG 2024,1111,3000m Steeple
923,8:32.82,Hirko HAYILU,ETH,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1110,3000m Steeple
924,8:32.85,Yuki SATAKE,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1110,3000m Steeple
925,8:33.36,Alexis PHELUT,FRA,"Stade des Maradas, Cergy-Pontoise (FRA)",08 JUN 2024,1107,3000m Steeple
926,8:33.67,Atsushi SHOBU,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1106,3000m Steeple
927,8:33.69,Zemenu MUCHIE,ISR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1106,3000m Steeple
928,8:33.73,Jáchym KOVÁŘ,CZE,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1106,3000m Steeple
929,8:33.76,Yuki MURAO,JPN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1106,3000m Steeple
930,8:33.88,Kevin ROBERTSON,CAN,"UVA Lanningan Field, Charlottesville, VA (USA)",19 APR 2024,1105,3000m Steeple
931,8:33.99,Rubén LEONARDO,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1105,3000m Steeple
932,8:33.99,César Daniel GOMEZ PONCE,MEX,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1105,3000m Steeple
933,8:33.99,Shintaro NAKAZONO,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1105,3000m Steeple
934,8:34.10,Gatien AIRIAU,FRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1104,3000m Steeple
935,8:34.23,Elphas Toroitich NDIWA,UGA,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1104,3000m Steeple
936,8:34.34,Eion NOHILLY,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",28 MAR 2024,1103,3000m Steeple
937,8:34.37,Baptiste COUDERT,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",29 JUN 2024,1103,3000m Steeple
938,8:34.40,Altobeli SILVA,BRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1103,3000m Steeple
939,8:34.48,Nabil SEBBAR,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1102,3000m Steeple
940,8:34.53,Siboniso SOLDAKA,RSA,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1102,3000m Steeple
941,8:34.56,Tom Erling KÅRBØ,NOR,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1102,3000m Steeple
942,8:34.72,Clément DEFLANDRE,BEL,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1101,3000m Steeple
943,8:34.73,Nick JÄGER,GER,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1101,3000m Steeple
944,8:34.74,Axel FOURNIVAL,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",29 JUN 2024,1101,3000m Steeple
945,8:34.78,Gonzalo PARRA,ESP,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1101,3000m Steeple
946,8:34.86,Marco VANDERPOORTEN,BEL,"Atletiekbaan Brakkenstein, Nijmegen (NED)",18 MAY 2024,1101,3000m Steeple
947,8:35.02,Charles HARDERS,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",28 MAR 2024,1100,3000m Steeple
948,8:35.09,Yuto URATA,JPN,"Todoroki Stadium, Kawasaki (JPN)",22 SEP 2024,1100,3000m Steeple
949,8:35.10,Asahi KURODA,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1100,3000m Steeple
950,12:36.73,Hagos GEBRHIWET,ETH,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1296,5000m
951,12:38.95,Yomif KEJELCHA,ETH,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1288,5000m
952,12:40.96,Jacob KIPLIMO,UGA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1280,5000m
953,12:43.66,Berihu AREGAWI,ETH,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1270,5000m
954,12:45.63,Telahun Haile BEKELE,ETH,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1263,5000m
955,12:48.10,Thierry NDIKUMWENAYO,ESP,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1254,5000m
956,12:49.59,Nicholas KIPKORIR,KEN,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1248,5000m
957,12:49.65,Addisu YIHUNE,ETH,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1248,5000m
958,12:50.58,Luis GRIJALVA,GUA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1244,5000m
959,12:50.90,Dominic Lokinyomo LOBALU,SUI,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1243,5000m
960,12:50.94,Andreas ALMGREN,SWE,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1243,5000m
961,12:51.39,Selemon BAREGA,ETH,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1241,5000m
962,12:51.55,Jacob KROP,KEN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1241,5000m
963,12:51.84,Grant FISHER,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16 FEB 2024,1294,5000m
964,12:51.94,Joshua CHEPTEGEI,UGA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1239,5000m
965,12:54.10,Biniam MEHARY,ETH,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1231,5000m
966,12:54.22,Mohammed AHMED,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1231,5000m
967,12:54.59,Oscar CHELIMO,UGA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1230,5000m
968,12:54.66,Sam ATKIN,GBR,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1229,5000m
969,12:54.72,Cooper TEARE,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1229,5000m
970,12:54.97,Jimmy GRESSIER,FRA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1228,5000m
971,12:55.78,Samuel TEFERA,ETH,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1225,5000m
972,12:56.07,Stewart MCSWEYN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1224,5000m
973,12:56.43,Mohamed ISMAIL,DJI,"Olympiastadion, Stockholm (SWE)",15 MAY 2024,1223,5000m
974,12:56.53,Isaac KIMELI,BEL,"Olympiastadion, Stockholm (SWE)",15 MAY 2024,1222,5000m
975,12:56.67,Adriaan WILDSCHUTT,RSA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1222,5000m
976,12:57.14,Nico YOUNG,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1274,5000m
977,12:57.52,Edwin KURGAT,KEN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1272,5000m
978,12:58.68,George MILLS,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1268,5000m
979,12:58.78,Benson KIPLANGAT,KEN,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1214,5000m
980,12:58.82,Cole HOCKER,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1214,5000m
981,12:58.96,Lamecha GIRMA,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1213,5000m
982,13:00.47,Birhanu BALEW,BRN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1208,5000m
983,13:00.48,Morgan MCDONALD,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1208,5000m
984,13:00.69,Samwel Chebolei MASAI,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1207,5000m
985,13:00.74,Egide NTAKARUTIMANA,BDI,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1207,5000m
986,13:02.09,Yared NUGUSE,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1255,5000m
987,13:02.38,Abdi WAISS,DJI,"Stade de Stehelin, Bordeaux (FRA)",19 JUN 2024,1201,5000m
988,13:02.49,Cornelius KEMBOI,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1200,5000m
989,13:02.56,Ronald KWEMOI,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1200,5000m
990,13:02.56,Tadese WORKU,ETH,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1200,5000m
991,13:03.17,Abdihamid NUR,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1251,5000m
992,13:03.19,Mezgebu SIME,ETH,"Stade Du Moulin Boisseau, Carquefou (FRA)",17 MAY 2024,1198,5000m
993,13:03.45,Kuma GIRMA,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1197,5000m
994,13:03.46,John HEYMANS,BEL,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1250,5000m
995,13:03.57,Morgan BEADLESCOMB,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1249,5000m
996,13:04.05,Patrick DEVER,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16 FEB 2024,1247,5000m
997,13:04.27,Yann SCHRUB,FRA,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1194,5000m
998,13:04.33,Geordie BEAMISH,NZL,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1246,5000m
999,13:04.39,Daniel KIMAIYO,KEN,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1194,5000m
1000,13:04.62,Benjamin FLANAGAN,CAN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1245,5000m
1001,13:04.75,Jack ROWE,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16 FEB 2024,1245,5000m
1002,13:05.00,Aron KIFLE,ERI,"LAZ Wien, Wien (AUT)",22 JUN 2024,1191,5000m
1003,13:05.07,Thomas FAFARD,CAN,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1191,5000m
1004,13:05.55,Andrew Kiptoo ALAMISI,KEN,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1189,5000m
1005,13:05.95,Santiago CATROFE,URU,"Stadion De Veen, Heusden-Zolder (BEL)",15 JUN 2024,1188,5000m
1006,13:06.02,Joe KLECKER,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1240,5000m
1007,13:06.30,Amon KEMBOI,KEN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16 FEB 2024,1239,5000m
1008,13:07.77,Dawit SEARE,ERI,"LAZ Wien, Wien (AUT)",22 JUN 2024,1181,5000m
1009,13:08.57,Andrew HUNTER,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1178,5000m
1010,13:08.60,Mike FOPPEN,NED,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1230,5000m
1011,13:08.73,Ahmed MUHUMED,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1178,5000m
1012,13:08.76,Olin HACKER,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1229,5000m
1013,13:09.07,James WEST,GBR,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1177,5000m
1014,13:09.31,Bob LIKING,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1176,5000m
1015,13:09.38,Charles HICKS,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16 FEB 2024,1227,5000m
1016,13:09.38,Hugo HAY,FRA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1175,5000m
1017,13:09.45,Keita SATOH,JPN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1227,5000m
1018,13:10.40,Muktar EDRIS,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1172,5000m
1019,13:10.50,Maximilian THORWIRTH,GER,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1171,5000m
1020,13:10.66,Dylan JACOBS,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1171,5000m
1021,13:10.75,Parker WOLFE,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1170,5000m
1022,13:11.69,Kekeba BEJIGA,ETH,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1167,5000m
1023,13:11.82,Gulveer SINGH,IND,"Denka Big Swan Stadium, Niigata (JPN)",28 SEP 2024,1167,5000m
