Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Performance_ID,Date_Created
1488,2:19:17,Betsy SAINA,USA,Tokyo (JPN),03 MAR 2024,1241,Full,F,Betsy SAINA_Full_2:19:17_03 MAR 2024,30 Oct 24
804,14:20.61,Freweyni HAILU,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,5000m,F,Freweyni HAILU_5000m_14:20.61_25 MAY 2024,30 Oct 24
1873,2:05:12,Yohei IKEDA,JPN,Berlin (GER),29 SEP 2024,1241,Full,M,Yohei IKEDA_Full_2:05:12_29 SEP 2024,30 Oct 24
11,1:42.82,Tshepiso MASALELA,BOT,"Stade de France, Paris (FRA)",10 AUG 2024,1241,800m,M,Tshepiso MASALELA_800m_1:42.82_10 AUG 2024,30 Oct 24
961,12:51.39,Selemon BAREGA,ETH,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1241,5000m,M,Selemon BAREGA_5000m_12:51.39_30 AUG 2024,30 Oct 24
1261,26:50.94,Nicholas KIPKORIR,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,10000m,M,Nicholas KIPKORIR_10000m_26:50.94_25 MAY 2024,30 Oct 24
1067,30:07.42,Catherine Reline AMANANG'OLE,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,10000m,F,Catherine Reline AMANANG'OLE_10000m_30:07.42_25 MAY 2024,30 Oct 24
1260,26:50.81,Daniel MATEIKO,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,10000m,M,Daniel MATEIKO_10000m_26:50.81_25 MAY 2024,30 Oct 24
1259,26:50.64,Adriaan WILDSCHUTT,RSA,"Stade de France, Paris (FRA)",02 AUG 2024,1241,10000m,M,Adriaan WILDSCHUTT_10000m_26:50.64_02 AUG 2024,30 Oct 24
962,12:51.55,Jacob KROP,KEN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1241,5000m,M,Jacob KROP_5000m_12:51.55_30 AUG 2024,30 Oct 24
1488,58:39,Gemechu DIDA,ETH,Valencia (ESP),27 OCT 2024,1241,Half,M,Gemechu DIDA_Half_58:39_27 OCT 2024,30 Oct 24
1262,26:51.54,Edwin KURGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1240,10000m,M,Edwin KURGAT_10000m_26:51.54_25 MAY 2024,30 Oct 24
1489,58:41,Vincent Kibet LANGAT,KEN,Valencia (ESP),27 OCT 2024,1240,Half,M,Vincent Kibet LANGAT_Half_58:41_27 OCT 2024,30 Oct 24
1006,13:06.02,Joe KLECKER,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1240,5000m,M,Joe KLECKER_5000m_13:06.02_26 JAN 2024,30 Oct 24
1875,2:05:16,Birhanu LEGESE,ETH,Rotterdam (NED),14 APR 2024,1240,Full,M,Birhanu LEGESE_Full_2:05:16_14 APR 2024,30 Oct 24
1007,13:06.30,Amon KEMBOI,KEN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16 FEB 2024,1239,5000m,M,Amon KEMBOI_5000m_13:06.30_16 FEB 2024,30 Oct 24
1876,2:05:20,Lemi DUMECHA,ETH,Dubai (UAE),07 JAN 2024,1239,Full,M,Lemi DUMECHA_Full_2:05:20_07 JAN 2024,30 Oct 24
329,3:55.90,Emily MACKAY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1239,1500m,F,Emily MACKAY_1500m_3:55.90_30 JUN 2024,30 Oct 24
1068,30:09.05,Aynadis MEBRATU,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1239,10000m,F,Aynadis MEBRATU_10000m_30:09.05_14 JUN 2024,30 Oct 24
964,12:51.94,Joshua CHEPTEGEI,UGA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1239,5000m,M,Joshua CHEPTEGEI_5000m_12:51.94_30 MAY 2024,30 Oct 24
1489,2:19:29,Dera DIDA,ETH,Dubai (UAE),07 JAN 2024,1239,Full,F,Dera DIDA_Full_2:19:29_07 JAN 2024,30 Oct 24
1490,2:19:29,Haven Hailu DESSE,ETH,Amsterdam (NED),20 OCT 2024,1239,Full,F,Haven Hailu DESSE_Full_2:19:29_20 OCT 2024,30 Oct 24
1264,26:52.87,Andreas ALMGREN,SWE,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1238,10000m,M,Andreas ALMGREN_10000m_26:52.87_16 MAR 2024,30 Oct 24
349,3:58.79,Tigist GIRMA,ETH,"Arena, Toruń (POL) (i)",06 FEB 2024,1238,1500m,F,Tigist GIRMA_1500m_3:58.79_06 FEB 2024,30 Oct 24
354,3:30.46,Narve Gilje NORDÅS,NOR,"Stade de France, Paris (FRA)",06 AUG 2024,1238,1500m,M,Narve Gilje NORDÅS_1500m_3:30.46_06 AUG 2024,30 Oct 24
1263,26:52.72,Nico YOUNG,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1238,10000m,M,Nico YOUNG_10000m_26:52.72_16 MAR 2024,30 Oct 24
1493,2:19:33,Rahma TUSA,ETH,"Houston, TX (USA)",14 JAN 2024,1238,Full,F,Rahma TUSA_Full_2:19:33_14 JAN 2024,30 Oct 24
1492,2:19:31,Sheila CHEPKIRUI,KEN,London (GBR),21 APR 2024,1238,Full,F,Sheila CHEPKIRUI_Full_2:19:31_21 APR 2024,30 Oct 24
1491,2:19:30,Ashete BEKERE,ETH,Rotterdam (NED),14 APR 2024,1238,Full,F,Ashete BEKERE_Full_2:19:30_14 APR 2024,30 Oct 24
330,3:55.99,Elle ST. PIERRE,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1238,1500m,F,Elle ST. PIERRE_1500m_3:55.99_30 JUN 2024,30 Oct 24
805,14:21.89,Medina EISA,ETH,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1238,5000m,F,Medina EISA_5000m_14:21.89_14 SEP 2024,30 Oct 24
775,8:04.34,Samuel FIREWU,ETH,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1238,3000m Steeple,M,Samuel FIREWU_3000m Steeple_8:04.34_25 AUG 2024,30 Oct 24
774,8:04.29,Soufiane EL BAKKALI,MAR,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1238,3000m Steeple,M,Soufiane EL BAKKALI_3000m Steeple_8:04.29_25 AUG 2024,30 Oct 24
332,3:56.14,Nelly CHEPCHIRCHIR,KEN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1237,1500m,F,Nelly CHEPCHIRCHIR_1500m_3:56.14_30 AUG 2024,30 Oct 24
331,3:56.07,Susan Lokayo EJORE,KEN,"Stade de France, Paris (FRA)",10 AUG 2024,1237,1500m,F,Susan Lokayo EJORE_1500m_3:56.07_10 AUG 2024,30 Oct 24
410,3:34.37,Adam FOGG,GBR,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1237,1500m,M,Adam FOGG_1500m_3:34.37_11 FEB 2024,30 Oct 24
1265,26:53.84,Habtom SAMUEL,ERI,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1236,10000m,M,Habtom SAMUEL_10000m_26:53.84_16 MAR 2024,30 Oct 24
1490,58:47,Amos KURGAT,KEN,Copenhagen (DEN),15 SEP 2024,1236,Half,M,Amos KURGAT_Half_58:47_15 SEP 2024,30 Oct 24
645,9:03.22,Valerie CONSTIEN,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1236,3000m Steeple,F,Valerie CONSTIEN_3000m Steeple_9:03.22_27 JUN 2024,30 Oct 24
806,14:22.76,Aynadis MEBRATU,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1236,5000m,F,Aynadis MEBRATU_5000m_14:22.76_25 MAY 2024,30 Oct 24
1494,2:19:52,Degitu AZIMERAW,ETH,Barcelona (ESP),10 MAR 2024,1235,Full,F,Degitu AZIMERAW_Full_2:19:52_10 MAR 2024,30 Oct 24
355,3:30.65,Neil GOURLEY,GBR,"Stade Louis II, Monaco (MON)",12 JUL 2024,1235,1500m,M,Neil GOURLEY_1500m_3:30.65_12 JUL 2024,30 Oct 24
1877,2:05:33,Mulugeta Asefa UMA,ETH,Paris (FRA),07 APR 2024,1235,Full,M,Mulugeta Asefa UMA_Full_2:05:33_07 APR 2024,30 Oct 24
333,3:56.40,Linden HALL,AUS,"Stade Charléty, Paris (FRA)",07 JUL 2024,1235,1500m,F,Linden HALL_1500m_3:56.40_07 JUL 2024,30 Oct 24
1880,2:05:38,Tsegaye GETACHEW,ETH,Amsterdam (NED),20 OCT 2024,1234,Full,M,Tsegaye GETACHEW_Full_2:05:38_20 OCT 2024,30 Oct 24
357,3:30.75,Stefan NILLESSEN,NED,"Stade de France, Paris (FRA)",06 AUG 2024,1234,1500m,M,Stefan NILLESSEN_1500m_3:30.75_06 AUG 2024,30 Oct 24
1491,58:50,John KORIR,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1234,Half,M,John KORIR_Half_58:50_24 FEB 2024,30 Oct 24
1495,2:19:55,Vicoty CHEPNGENO,KEN,"Houston, TX (USA)",14 JAN 2024,1234,Full,F,Vicoty CHEPNGENO_Full_2:19:55_14 JAN 2024,30 Oct 24
1879,2:05:37,Oqbe Kibrom RUESOM,ERI,Berlin (GER),29 SEP 2024,1234,Full,M,Oqbe Kibrom RUESOM_Full_2:05:37_29 SEP 2024,30 Oct 24
807,14:23.71,Birke HAYLOM,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1234,5000m,F,Birke HAYLOM_5000m_14:23.71_25 MAY 2024,30 Oct 24
1266,26:55.09,Benson KIPLANGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1234,10000m,M,Benson KIPLANGAT_10000m_26:55.09_25 MAY 2024,30 Oct 24
1878,2:05:37,Philemon KIPLIMO,KEN,Hamburg (GER),28 APR 2024,1234,Full,M,Philemon KIPLIMO_Full_2:05:37_28 APR 2024,30 Oct 24
356,3:30.74,Pietro ARESE,ITA,"Stade de France, Paris (FRA)",06 AUG 2024,1234,1500m,M,Pietro ARESE_1500m_3:30.74_06 AUG 2024,30 Oct 24
1884,2:05:42,Maru TEFERI,ISR,Amsterdam (NED),20 OCT 2024,1233,Full,M,Maru TEFERI_Full_2:05:42_20 OCT 2024,30 Oct 24
1881,2:05:40,Asefa BOKI,ETH,Amsterdam (NED),20 OCT 2024,1233,Full,M,Asefa BOKI_Full_2:05:40_20 OCT 2024,30 Oct 24
1883,2:05:42,Dejene MEGERSA,ETH,Dubai (UAE),07 JAN 2024,1233,Full,M,Dejene MEGERSA_Full_2:05:42_07 JAN 2024,30 Oct 24
646,9:04.35,Elizabeth BIRD,GBR,"Stade de France, Paris (FRA)",06 AUG 2024,1233,3000m Steeple,F,Elizabeth BIRD_3000m Steeple_9:04.35_06 AUG 2024,30 Oct 24
359,3:30.84,Isaac NADER,POR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1233,1500m,M,Isaac NADER_1500m_3:30.84_30 MAY 2024,30 Oct 24
1267,26:55.51,Merhawi MEBRAHTU,ERI,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1233,10000m,M,Merhawi MEBRAHTU_10000m_26:55.51_14 JUN 2024,30 Oct 24
1882,2:05:41,Ronald KORIR,KEN,Hamburg (GER),28 APR 2024,1233,Full,M,Ronald KORIR_Full_2:05:41_28 APR 2024,30 Oct 24
358,3:30.80,Azeddine HABZ,FRA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1233,1500m,M,Azeddine HABZ_1500m_3:30.80_30 MAY 2024,30 Oct 24
336,3:56.75,Sinclaire JOHNSON,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1232,1500m,F,Sinclaire JOHNSON_1500m_3:56.75_30 JUN 2024,30 Oct 24
360,3:30.88,Reynold CHERUIYOT,KEN,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1232,1500m,M,Reynold CHERUIYOT_1500m_3:30.88_22 AUG 2024,30 Oct 24
1885,2:05:43,Kenneth Kiprop KIPKEMOI,KEN,Rotterdam (NED),14 APR 2024,1232,Full,M,Kenneth Kiprop KIPKEMOI_Full_2:05:43_14 APR 2024,30 Oct 24
647,9:04.93,Marwa BOUZAYANI,TUN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1232,3000m Steeple,F,Marwa BOUZAYANI_3000m Steeple_9:04.93_30 AUG 2024,30 Oct 24
335,3:56.69,Agathe GUILLEMOT,FRA,"Stade de France, Paris (FRA)",08 AUG 2024,1232,1500m,F,Agathe GUILLEMOT_1500m_3:56.69_08 AUG 2024,30 Oct 24
1220,1:05:11,Margaret Chelimo KIPKEMBOI,KEN,Copenhagen (DEN),15 SEP 2024,1231,Half,F,Margaret Chelimo KIPKEMBOI_Half_1:05:11_15 SEP 2024,30 Oct 24
965,12:54.10,Biniam MEHARY,ETH,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1231,5000m,M,Biniam MEHARY_5000m_12:54.10_17 MAY 2024,30 Oct 24
12,1:43.13,Andreas KRAMER,SWE,"Stade Louis II, Monaco (MON)",12 JUL 2024,1231,800m,M,Andreas KRAMER_800m_1:43.13_12 JUL 2024,30 Oct 24
1886,2:05:48,Titus KIPRUTO,KEN,Paris (FRA),07 APR 2024,1231,Full,M,Titus KIPRUTO_Full_2:05:48_07 APR 2024,30 Oct 24
966,12:54.22,Mohammed AHMED,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1231,5000m,M,Mohammed AHMED_5000m_12:54.22_17 MAY 2024,30 Oct 24
1887,2:05:52,Cornelius KIBET,KEN,Dongying (CHN),20 OCT 2024,1230,Full,M,Cornelius KIBET_Full_2:05:52_20 OCT 2024,30 Oct 24
967,12:54.59,Oscar CHELIMO,UGA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1230,5000m,M,Oscar CHELIMO_5000m_12:54.59_30 MAY 2024,30 Oct 24
361,3:31.06,Elliot GILES,GBR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1230,1500m,M,Elliot GILES_1500m_3:31.06_30 MAY 2024,30 Oct 24
1498,2:20:22,Buze DIRIBA,ETH,"Chicago, IL (USA)",13 OCT 2024,1230,Full,F,Buze DIRIBA_Full_2:20:22_13 OCT 2024,30 Oct 24
1497,2:20:20,Aberu AYANA,ETH,Berlin (GER),29 SEP 2024,1230,Full,F,Aberu AYANA_Full_2:20:20_29 SEP 2024,30 Oct 24
1496,2:20:17,Joyce Chepkemoi TELE,KEN,Ljubljana (SLO),20 OCT 2024,1230,Full,F,Joyce Chepkemoi TELE_Full_2:20:17_20 OCT 2024,30 Oct 24
1221,1:05:14,Tsigie GEBRESELAMA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1230,Half,F,Tsigie GEBRESELAMA_Half_1:05:14_24 FEB 2024,30 Oct 24
362,3:31.07,Oliver HOARE,AUS,"Stade Louis II, Monaco (MON)",12 JUL 2024,1230,1500m,M,Oliver HOARE_1500m_3:31.07_12 JUL 2024,30 Oct 24
427,3:34.83,Biniam MEHARY,ETH,"Arena, Toruń (POL) (i)",06 FEB 2024,1230,1500m,M,Biniam MEHARY_1500m_3:34.83_06 FEB 2024,30 Oct 24
1010,13:08.60,Mike FOPPEN,NED,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1230,5000m,M,Mike FOPPEN_5000m_13:08.60_26 JAN 2024,30 Oct 24
1268,26:57.57,William KINCAID,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1230,10000m,M,William KINCAID_10000m_26:57.57_16 MAR 2024,30 Oct 24
2,1:56.28,Georgia BELL,GBR,"Olympic Stadium, London (GBR)",20 JUL 2024,1230,800m,F,Georgia BELL_800m_1:56.28_20 JUL 2024,30 Oct 24
648,9:06.07,Lomi MULETA,ETH,"Stade de France, Paris (FRA)",06 AUG 2024,1229,3000m Steeple,F,Lomi MULETA_3000m Steeple_9:06.07_06 AUG 2024,30 Oct 24
968,12:54.66,Sam ATKIN,GBR,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1229,5000m,M,Sam ATKIN_5000m_12:54.66_17 MAY 2024,30 Oct 24
1012,13:08.76,Olin HACKER,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1229,5000m,M,Olin HACKER_5000m_13:08.76_26 JAN 2024,30 Oct 24
1890,2:05:54,Benard BIWOTT,KEN,Frankfurt (GER),27 OCT 2024,1229,Full,M,Benard BIWOTT_Full_2:05:54_27 OCT 2024,30 Oct 24
969,12:54.72,Cooper TEARE,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1229,5000m,M,Cooper TEARE_5000m_12:54.72_17 MAY 2024,30 Oct 24
1889,2:05:54,Derseh KINDIE,ETH,Berlin (GER),29 SEP 2024,1229,Full,M,Derseh KINDIE_Full_2:05:54_29 SEP 2024,30 Oct 24
1888,2:05:53,Enock ONCHARI,KEN,Berlin (GER),29 SEP 2024,1229,Full,M,Enock ONCHARI_Full_2:05:53_29 SEP 2024,30 Oct 24
776,8:06.33,Leonard Kipkemoi BETT,KEN,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1229,3000m Steeple,M,Leonard Kipkemoi BETT_3000m Steeple_8:06.33_08 SEP 2024,30 Oct 24
1492,58:57,Selemon BAREGA,ETH,Valencia (ESP),27 OCT 2024,1229,Half,M,Selemon BAREGA_Half_58:57_27 OCT 2024,30 Oct 24
778,8:06.47,Abraham KIBIWOT,KEN,"Stade de France, Paris (FRA)",07 AUG 2024,1228,3000m Steeple,M,Abraham KIBIWOT_3000m Steeple_8:06.47_07 AUG 2024,30 Oct 24
777,8:06.41,Kenneth ROOKS,USA,"Stade de France, Paris (FRA)",07 AUG 2024,1228,3000m Steeple,M,Kenneth ROOKS_3000m Steeple_8:06.41_07 AUG 2024,30 Oct 24
970,12:54.97,Jimmy GRESSIER,FRA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1228,5000m,M,Jimmy GRESSIER_5000m_12:54.97_30 MAY 2024,30 Oct 24
1499,2:20:30,Gladys CHESIR,KEN,Amsterdam (NED),20 OCT 2024,1228,Full,F,Gladys CHESIR_Full_2:20:30_20 OCT 2024,30 Oct 24
1500,2:20:31,Ai HOSODA,JPN,Berlin (GER),29 SEP 2024,1228,Full,F,Ai HOSODA_Full_2:20:31_29 SEP 2024,30 Oct 24
1269,26:58.67,Jimmy GRESSIER,FRA,"Stade de France, Paris (FRA)",02 AUG 2024,1228,10000m,M,Jimmy GRESSIER_10000m_26:58.67_02 AUG 2024,30 Oct 24
1270,26:58.97,Kibiwott KANDIE,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1228,10000m,M,Kibiwott KANDIE_10000m_26:58.97_25 MAY 2024,30 Oct 24
649,9:06.50,Courtney WAYMENT,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1228,3000m Steeple,F,Courtney WAYMENT_3000m Steeple_9:06.50_27 JUN 2024,30 Oct 24
1069,30:22.77,Faith CHEPKOECH,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1227,10000m,F,Faith CHEPKOECH_10000m_30:22.77_25 MAY 2024,30 Oct 24
337,3:57.31,Weronika LIZAKOWSKA,POL,"Stade de France, Paris (FRA)",08 AUG 2024,1227,1500m,F,Weronika LIZAKOWSKA_1500m_3:57.31_08 AUG 2024,30 Oct 24
1015,13:09.38,Charles HICKS,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16 FEB 2024,1227,5000m,M,Charles HICKS_5000m_13:09.38_16 FEB 2024,30 Oct 24
1017,13:09.45,Keita SATOH,JPN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1227,5000m,M,Keita SATOH_5000m_13:09.45_26 JAN 2024,30 Oct 24
1502,2:20:44,Waganesh MEKASHA,ETH,Toronto (CAN),20 OCT 2024,1226,Full,F,Waganesh MEKASHA_Full_2:20:44_20 OCT 2024,30 Oct 24
1893,2:06:06,Yemaneberhan CRIPPA,ITA,Sevilla (ESP),18 FEB 2024,1226,Full,M,Yemaneberhan CRIPPA_Full_2:06:06_18 FEB 2024,30 Oct 24
650,9:07.14,Marisa HOWARD,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1226,3000m Steeple,F,Marisa HOWARD_3000m Steeple_9:07.14_27 JUN 2024,30 Oct 24
1892,2:06:05,Amanal PETROS,GER,Hannover (GER),14 APR 2024,1226,Full,M,Amanal PETROS_Full_2:06:05_14 APR 2024,30 Oct 24
339,3:57.46,Sarah HEALY,IRL,"Stade Charléty, Paris (FRA)",07 JUL 2024,1226,1500m,F,Sarah HEALY_1500m_3:57.46_07 JUL 2024,30 Oct 24
1891,2:06:04,Daniel Simiu EBENYO,KEN,"Chicago, IL (USA)",13 OCT 2024,1226,Full,M,Daniel Simiu EBENYO_Full_2:06:04_13 OCT 2024,30 Oct 24
338,3:57.44,Cory Ann MCGEE,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1226,1500m,F,Cory Ann MCGEE_1500m_3:57.44_30 JUN 2024,30 Oct 24
1501,2:20:42,Mizuki MATSUDA,JPN,Berlin (GER),29 SEP 2024,1226,Full,F,Mizuki MATSUDA_Full_2:20:42_29 SEP 2024,30 Oct 24
1503,2:20:48,Enatnesh Alamrew TIRUSEW,ETH,Paris (FRA),07 APR 2024,1225,Full,F,Enatnesh Alamrew TIRUSEW_Full_2:20:48_07 APR 2024,30 Oct 24
808,14:28.53,Fotyen TESFAY,ETH,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1225,5000m,F,Fotyen TESFAY_5000m_14:28.53_14 SEP 2024,30 Oct 24
3,1:56.56,Mary MORAA,KEN,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1225,800m,F,Mary MORAA_800m_1:56.56_13 SEP 2024,30 Oct 24
340,3:57.61,Worknesh MESELE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1225,1500m,F,Worknesh MESELE_1500m_3:57.61_20 APR 2024,30 Oct 24
651,9:07.70,Gabrielle JENNINGS,USA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1225,3000m Steeple,F,Gabrielle JENNINGS_3000m Steeple_9:07.70_30 AUG 2024,30 Oct 24
1895,2:06:09,Rhonzas Lokitam KILIMO,KEN,Seoul (KOR),17 MAR 2024,1225,Full,M,Rhonzas Lokitam KILIMO_Full_2:06:09_17 MAR 2024,30 Oct 24
1070,30:24.04,Sarah CHELANGAT,UGA,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1225,10000m,F,Sarah CHELANGAT_10000m_30:24.04_25 MAY 2024,30 Oct 24
971,12:55.78,Samuel TEFERA,ETH,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1225,5000m,M,Samuel TEFERA_5000m_12:55.78_30 MAY 2024,30 Oct 24
1894,2:06:08,Jemal MEKONEN,ETH,Seoul (KOR),17 MAR 2024,1225,Full,M,Jemal MEKONEN_Full_2:06:08_17 MAR 2024,30 Oct 24
1896,2:06:10,Edwin KIPTOO,KEN,Seoul (KOR),17 MAR 2024,1225,Full,M,Edwin KIPTOO_Full_2:06:10_17 MAR 2024,30 Oct 24
1222,1:05:31,Yalemzerf YEHUALAW,ETH,Larne (GBR),25 AUG 2024,1224,Half,F,Yalemzerf YEHUALAW_Half_1:05:31_25 AUG 2024,30 Oct 24
1504,2:20:57,Viola Jelagat KIBIWOT,KEN,Rotterdam (NED),14 APR 2024,1224,Full,F,Viola Jelagat KIBIWOT_Full_2:20:57_14 APR 2024,30 Oct 24
972,12:56.07,Stewart MCSWEYN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1224,5000m,M,Stewart MCSWEYN_5000m_12:56.07_17 MAY 2024,30 Oct 24
341,3:57.75,Marta PÉREZ,ESP,"Stade de France, Paris (FRA)",08 AUG 2024,1224,1500m,F,Marta PÉREZ_1500m_3:57.75_08 AUG 2024,30 Oct 24
1897,2:06:11,Tafese DELELEGN,ETH,Sevilla (ESP),18 FEB 2024,1224,Full,M,Tafese DELELEGN_Full_2:06:11_18 FEB 2024,30 Oct 24
342,3:57.87,Elise CRANNY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1223,1500m,F,Elise CRANNY_1500m_3:57.87_30 JUN 2024,30 Oct 24
809,14:29.60,Faith KIPYEGON,KEN,"Stade de France, Paris (FRA)",05 AUG 2024,1223,5000m,F,Faith KIPYEGON_5000m_14:29.60_05 AUG 2024,30 Oct 24
973,12:56.43,Mohamed ISMAIL,DJI,"Olympiastadion, Stockholm (SWE)",15 MAY 2024,1223,5000m,M,Mohamed ISMAIL_5000m_12:56.43_15 MAY 2024,30 Oct 24
1505,2:20:59,Gadise MULU,ETH,Ljubljana (SLO),20 OCT 2024,1223,Full,F,Gadise MULU_Full_2:20:59_20 OCT 2024,30 Oct 24
1898,2:06:18,Kiyoto HIRABAYASHI,JPN,Osaka (JPN),25 FEB 2024,1222,Full,M,Kiyoto HIRABAYASHI_Full_2:06:18_25 FEB 2024,30 Oct 24
1899,2:06:18,Tadu ABATE,ETH,Wuxi (CHN),24 MAR 2024,1222,Full,M,Tadu ABATE_Full_2:06:18_24 MAR 2024,30 Oct 24
975,12:56.67,Adriaan WILDSCHUTT,RSA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1222,5000m,M,Adriaan WILDSCHUTT_5000m_12:56.67_30 MAY 2024,30 Oct 24
1900,2:06:20,Mike Kiptum BOIT,KEN,Seoul (KOR),17 MAR 2024,1222,Full,M,Mike Kiptum BOIT_Full_2:06:20_17 MAR 2024,30 Oct 24
779,8:07.73,Mohamed Amin JHINAOUI,TUN,"Stade de France, Paris (FRA)",07 AUG 2024,1222,3000m Steeple,M,Mohamed Amin JHINAOUI_3000m Steeple_8:07.73_07 AUG 2024,30 Oct 24
1071,30:27.30,Miriam CHEBET,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1222,10000m,F,Miriam CHEBET_10000m_30:27.30_25 MAY 2024,30 Oct 24
974,12:56.53,Isaac KIMELI,BEL,"Olympiastadion, Stockholm (SWE)",15 MAY 2024,1222,5000m,M,Isaac KIMELI_5000m_12:56.53_15 MAY 2024,30 Oct 24
810,14:30.14,Caroline NYAGA,KEN,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1222,5000m,F,Caroline NYAGA_5000m_14:30.14_14 SEP 2024,30 Oct 24
1506,2:21:08,Rebbeca Sirwanei TANUI,KEN,Košice (SVK),06 OCT 2024,1222,Full,F,Rebbeca Sirwanei TANUI_Full_2:21:08_06 OCT 2024,30 Oct 24
363,3:31.57,George MILLS,GBR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1222,1500m,M,George MILLS_1500m_3:31.57_30 MAY 2024,30 Oct 24
1507,2:21:09,Bedatu HIRPA,ETH,Amsterdam (NED),20 OCT 2024,1221,Full,F,Bedatu HIRPA_Full_2:21:09_20 OCT 2024,30 Oct 24
343,3:58.08,Revee WALCOTT-NOLAN,GBR,"Stade de France, Paris (FRA)",08 AUG 2024,1221,1500m,F,Revee WALCOTT-NOLAN_1500m_3:58.08_08 AUG 2024,30 Oct 24
344,3:58.11,Sintayehu VISSA,ITA,"Stade de France, Paris (FRA)",08 AUG 2024,1221,1500m,F,Sintayehu VISSA_1500m_3:58.11_08 AUG 2024,30 Oct 24
